,BioSample,SRA,bin_amoxicillin-clavulanic acid,mic_amoxicillin-clavulanic acid,bin_ampicillin,mic_ampicillin,bin_azithromycin,mic_azithromycin,bin_cefoxitin,mic_cefoxitin,bin_ceftiofur,mic_ceftiofur,bin_ceftriaxone,mic_ceftriaxone,bin_chloramphenicol,mic_chloramphenicol,bin_ciprofloxacin,mic_ciprofloxacin,bin_gentamicin,mic_gentamicin,bin_kanamycin,mic_kanamycin,bin_nalidixic acid,mic_nalidixic acid,bin_streptomycin,mic_streptomycin,bin_sulfisoxazole,mic_sulfisoxazole,bin_tetracycline,mic_tetracycline,bin_trimethoprim-sulfamethoxazole,mic_trimethoprim-sulfamethoxazole,CFSAN,bin_amikacin,mic_amikacin,bin_sulfamethoxazole,mic_sulfamethoxazole,bin_meropenem,mic_meropenem,EDLB-CDC,bin_colistin,mic_colistin,bin_tigecycline,mic_tigecycline,bin_imipenem,mic_imipenem,bin_nitrofurantoin,mic_nitrofurantoin,bin_cefuroxime,mic_cefuroxime,bin_cefepime,mic_cefepime,bin_ertapenem,mic_ertapenem,bin_amoxicillin,mic_amoxicillin,bin_ticarcillin,mic_ticarcillin,bin_cefalotin,mic_cefalotin,bin_cefotaxime,mic_cefotaxime,bin_sulfonamide,mic_sulfonamide,bin_ceftazidime,mic_ceftazidime,bin_ampicillin-sulbactam,mic_ampicillin-sulbactam,bin_doripenem,mic_doripenem,bin_levofloxacin,mic_levofloxacin,bin_piperacillin-tazobactam,mic_piperacillin-tazobactam,bin_cefazolin,mic_cefazolin,bin_tobramycin,mic_tobramycin,bin_moxifloxacin,mic_moxifloxacin,bin_aztreonam,mic_aztreonam,bin_ceftazidime-avibactam,mic_ceftazidime-avibactam,bin_ceftolozane-tazobactam,mic_ceftolozane-tazobactam,bin_erythromycin,mic_erythromycin,bin_minocycline,mic_minocycline,bin_polymyxin B,mic_polymyxin B
2201,SAMN02782583,SRS693320,1.0,32.0,1.0,32.0,,,1.0,32.0,1.0,8.0,1.0,16.0,0.0,8.0,0.0,0.015,0.0,0.25,1.0,64.0,0.0,8.0,0.0,32.0,1.0,256.0,1.0,32.0,0.0,0.125,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,SAMN02782582,SRS693327,0.0,8.0,1.0,32.0,,,0.0,2.0,0.0,0.5,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,0.0,16.0,0.0,4.0,0.0,0.125,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,SAMN02782581,SRS693398,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204,SAMN02782580,SRS693340,0.0,2.0,0.0,1.0,,,0.0,2.0,0.0,0.5,0.0,0.25,0.0,4.0,0.0,0.015,0.0,1.0,0.0,8.0,0.0,4.0,0.0,32.0,0.0,32.0,,8.0,0.0,0.125,,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,SAMN02782578,SRS693378,0.0,8.0,1.0,32.0,,,0.0,2.0,0.0,0.5,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,0.0,16.0,0.0,4.0,0.0,0.125,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206,SAMN02782577,SRS693319,0.0,8.0,1.0,32.0,,,0.0,2.0,0.0,0.5,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,0.0,16.0,0.0,4.0,0.0,0.125,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,SAMN02782576,SRS693326,1.0,32.0,1.0,32.0,,,1.0,32.0,1.0,8.0,1.0,16.0,0.0,8.0,0.0,0.015,0.0,0.25,1.0,64.0,0.0,2.0,0.0,32.0,1.0,256.0,1.0,32.0,0.0,0.125,,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,SAMN02782575,SRS693377,0.0,1.0,0.0,1.0,,,0.0,8.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209,SAMN02782574,SRS693397,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,0.5,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,0.0,32.0,0.0,4.0,0.0,0.125,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,SAMN02782573,SRS693373,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,0.5,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,1.0,64.0,0.0,64.0,1.0,32.0,0.0,0.125,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211,SAMN02782572,SRS688102,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,0.0,16.0,1.0,32.0,0.0,0.125,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212,SAMN02782571,SRS688092,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2213,SAMN02782570,SRS688126,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,SAMN02782569,SRS688123,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,0.0,32.0,,8.0,0.0,0.125,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215,SAMN02782568,SRS688110,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,SAMN02782567,SRS688109,1.0,32.0,1.0,32.0,,,1.0,32.0,1.0,8.0,1.0,16.0,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,0.0,16.0,0.0,4.0,0.0,0.125,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217,SAMN02782566,SRS688091,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,0.5,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,0.0,16.0,0.0,4.0,0.0,0.125,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218,SAMN02782565,SRS688134,,16.0,1.0,32.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,8.0,1.0,64.0,0.0,64.0,1.0,32.0,0.0,0.125,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219,SAMN02782564,SRS688117,0.0,8.0,1.0,32.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,1.0,16.0,1.0,64.0,0.0,8.0,1.0,64.0,1.0,256.0,1.0,32.0,0.0,0.125,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220,SAMN02782563,SRS688112,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,0.5,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,1.0,64.0,0.0,4.0,1.0,64.0,0.0,64.0,1.0,32.0,0.0,0.125,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,SAMN02782562,SRS688119,,16.0,1.0,32.0,,,,16.0,0.0,1.0,0.0,0.25,,16.0,0.0,0.03,0.0,2.0,1.0,64.0,0.0,8.0,1.0,64.0,1.0,256.0,1.0,32.0,0.0,0.5,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,SAMN02782561,SRS688097,1.0,32.0,1.0,32.0,,,,16.0,0.0,2.0,0.0,0.25,,16.0,0.0,0.06,0.0,0.5,1.0,64.0,0.0,8.0,1.0,64.0,1.0,256.0,1.0,32.0,0.0,0.5,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223,SAMN02782560,SRS688132,0.0,2.0,0.0,4.0,,,0.0,8.0,0.0,2.0,0.0,0.25,,16.0,0.0,0.03,0.0,0.5,0.0,8.0,0.0,16.0,0.0,32.0,0.0,32.0,1.0,32.0,0.0,0.125,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,SAMN02782559,SRS688124,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,2.0,0.0,32.0,0.0,32.0,1.0,32.0,0.0,0.125,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,SAMN02782558,SRS688135,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,2.0,0.0,32.0,0.0,32.0,0.0,4.0,0.0,0.125,,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226,SAMN02782557,SRS688099,0.0,1.0,0.0,2.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,8.0,0.0,32.0,0.0,16.0,0.0,4.0,0.0,0.125,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2227,SAMN02782556,SRS686631,0.0,2.0,0.0,2.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,1.0,16.0,1.0,64.0,0.0,4.0,1.0,64.0,0.0,16.0,0.0,4.0,0.0,0.125,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228,SAMN02782555,SRS686502,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,0.5,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,SAMN02782554,SRS846471,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,1.0,16.0,0.0,8.0,0.0,4.0,0.0,32.0,0.0,32.0,0.0,4.0,0.0,0.125,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,SAMN02782553,SRS686584,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,1.0,32.0,0.0,0.125,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231,SAMN02782552,SRS686573,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,0.5,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232,SAMN02782551,SRS686519,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,0.5,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,0.0,32.0,1.0,32.0,0.0,0.125,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233,SAMN02782550,SRS686552,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,0.5,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234,SAMN02782549,SRS686484,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,0.5,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235,SAMN02782548,SRS693347,0.0,1.0,0.0,2.0,,,0.0,2.0,0.0,0.5,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,0.0,32.0,,8.0,0.0,0.125,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236,SAMN02782547,SRS686497,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,0.5,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,,8.0,0.0,0.125,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237,SAMN02782546,SRS686532,0.0,2.0,0.0,1.0,,,0.0,2.0,0.0,0.5,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,1.0,32.0,0.0,0.125,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2238,SAMN02782545,SRS686513,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,1.0,16.0,1.0,64.0,0.0,4.0,1.0,64.0,1.0,256.0,1.0,32.0,0.0,0.125,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,SAMN02782544,SRS686586,0.0,1.0,0.0,2.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.03,1.0,16.0,1.0,64.0,0.0,4.0,1.0,64.0,1.0,256.0,1.0,32.0,0.0,0.125,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,SAMN02782543,SRS686524,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,2.0,0.0,32.0,0.0,64.0,1.0,32.0,0.0,0.125,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,SAMN02782542,SRS686529,1.0,32.0,1.0,32.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,1.0,16.0,1.0,64.0,0.0,4.0,1.0,64.0,1.0,256.0,0.0,4.0,0.0,0.125,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,SAMN02782541,SRS686543,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,SAMN02782540,SRS686583,,16.0,1.0,32.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,,8.0,,32.0,0.0,4.0,1.0,64.0,1.0,256.0,1.0,32.0,0.0,0.25,,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2244,SAMN02782539,SRS686560,,16.0,1.0,32.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,,8.0,,32.0,0.0,4.0,0.0,32.0,1.0,256.0,1.0,32.0,0.0,0.25,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245,SAMN02782538,SRS668015,,16.0,1.0,32.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,1.0,16.0,1.0,64.0,0.0,4.0,1.0,64.0,1.0,256.0,0.0,4.0,0.0,0.25,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,SAMN02782537,SRS668020,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2247,SAMN02782536,SRS668034,0.0,1.0,0.0,2.0,,,0.0,8.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,1.0,32.0,0.0,0.125,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248,SAMN02782535,SRS667955,0.0,1.0,0.0,2.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,1.0,32.0,0.0,0.125,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2249,SAMN02782534,SRS667987,0.0,1.0,0.0,4.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,1.0,16.0,0.0,8.0,0.0,4.0,1.0,64.0,1.0,256.0,1.0,32.0,0.0,0.125,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,SAMN02782533,SRS668018,0.0,1.0,0.0,2.0,,,0.0,2.0,0.0,0.5,0.0,0.25,0.0,8.0,0.0,0.015,1.0,16.0,1.0,64.0,0.0,4.0,1.0,64.0,1.0,256.0,1.0,32.0,0.0,0.125,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2251,SAMN02782532,SRS668010,0.0,2.0,0.0,2.0,,,0.0,2.0,0.0,0.5,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,1.0,64.0,0.0,64.0,1.0,32.0,0.0,0.125,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2252,SAMN02782531,SRS667975,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,0.5,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,0.0,16.0,0.0,4.0,0.0,0.125,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2253,SAMN02782530,SRS668028,0.0,1.0,0.0,2.0,,,0.0,8.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,1.0,32.0,0.0,0.125,,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254,SAMN02782529,SRS667985,0.0,1.0,0.0,2.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,1.0,64.0,1.0,256.0,1.0,32.0,0.0,0.25,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2255,SAMN02782528,SRS667984,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.06,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,1.0,256.0,1.0,32.0,0.0,0.25,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2256,SAMN02782527,SRS668023,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,0.5,0.0,0.25,0.0,8.0,0.0,0.015,1.0,16.0,1.0,64.0,0.0,8.0,1.0,64.0,1.0,256.0,1.0,32.0,0.0,0.125,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2257,SAMN02782526,SRS668005,0.0,2.0,0.0,2.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2258,SAMN02782525,SRS668003,0.0,2.0,0.0,2.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2259,SAMN02782524,SRS667974,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,0.5,0.0,0.25,0.0,8.0,0.0,0.015,1.0,16.0,1.0,64.0,0.0,4.0,1.0,64.0,1.0,256.0,1.0,32.0,0.0,0.125,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,SAMN02782523,SRS667953,0.0,2.0,0.0,2.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,0.0,32.0,0.0,4.0,0.0,0.125,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,SAMN02782522,SRS663349,,16.0,1.0,32.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,1.0,16.0,0.0,8.0,0.0,4.0,1.0,64.0,1.0,256.0,0.0,4.0,0.0,0.125,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2262,SAMN02782521,SRS663331,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,16.0,0.0,4.0,0.0,32.0,0.0,64.0,1.0,32.0,0.0,0.125,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,SAMN02782520,SRS663347,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,1.0,32.0,0.0,0.125,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,SAMN02782519,SRS663296,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,0.5,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,0.0,32.0,1.0,32.0,0.0,0.125,,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2265,SAMN02782518,SRS663298,0.0,1.0,0.0,2.0,,,0.0,2.0,0.0,0.5,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,1.0,32.0,0.0,0.125,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,SAMN02782517,SRS663367,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,0.5,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,1.0,32.0,0.0,0.125,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
