,BioSample,SRA,bin_amoxicillin-clavulanic acid,mic_amoxicillin-clavulanic acid,bin_ampicillin,mic_ampicillin,bin_azithromycin,mic_azithromycin,bin_cefoxitin,mic_cefoxitin,bin_ceftiofur,mic_ceftiofur,bin_ceftriaxone,mic_ceftriaxone,bin_chloramphenicol,mic_chloramphenicol,bin_ciprofloxacin,mic_ciprofloxacin,bin_gentamicin,mic_gentamicin,bin_kanamycin,mic_kanamycin,bin_nalidixic acid,mic_nalidixic acid,bin_streptomycin,mic_streptomycin,bin_sulfisoxazole,mic_sulfisoxazole,bin_tetracycline,mic_tetracycline,bin_trimethoprim-sulfamethoxazole,mic_trimethoprim-sulfamethoxazole,CFSAN,bin_amikacin,mic_amikacin,bin_sulfamethoxazole,mic_sulfamethoxazole,bin_meropenem,mic_meropenem,EDLB-CDC,bin_colistin,mic_colistin,bin_tigecycline,mic_tigecycline,bin_imipenem,mic_imipenem,bin_nitrofurantoin,mic_nitrofurantoin,bin_cefuroxime,mic_cefuroxime,bin_cefepime,mic_cefepime,bin_ertapenem,mic_ertapenem,bin_amoxicillin,mic_amoxicillin,bin_ticarcillin,mic_ticarcillin,bin_cefalotin,mic_cefalotin,bin_cefotaxime,mic_cefotaxime,bin_sulfonamide,mic_sulfonamide,bin_ceftazidime,mic_ceftazidime,bin_ampicillin-sulbactam,mic_ampicillin-sulbactam,bin_doripenem,mic_doripenem,bin_levofloxacin,mic_levofloxacin,bin_piperacillin-tazobactam,mic_piperacillin-tazobactam,bin_cefazolin,mic_cefazolin,bin_tobramycin,mic_tobramycin,bin_moxifloxacin,mic_moxifloxacin,bin_aztreonam,mic_aztreonam,bin_ceftazidime-avibactam,mic_ceftazidime-avibactam,bin_ceftolozane-tazobactam,mic_ceftolozane-tazobactam,bin_erythromycin,mic_erythromycin,bin_minocycline,mic_minocycline,bin_polymyxin B,mic_polymyxin B
41,SAMN04256049,SRS1254607,0.0,8.0,1.0,32.0,,,0.0,1.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,1.0,32.0,0.0,0.125,CFSAN041971,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,SAMN04256048,SRS1245977,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,0.5,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,2.0,0.0,32.0,0.0,32.0,0.0,4.0,0.0,0.125,CFSAN041970,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,SAMN04256047,SRS1246264,0.0,8.0,1.0,32.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,CFSAN041969,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,SAMN04256046,SRS1237995,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,2.0,0.0,32.0,0.0,32.0,0.0,4.0,0.0,0.125,CFSAN041968,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,SAMN04256045,SRS1254612,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,2.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,CFSAN041967,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,SAMN04256044,SRS1236423,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,1.0,256.0,1.0,32.0,0.0,0.125,CFSAN041966,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,SAMN04256043,SRS1246265,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,1.0,256.0,1.0,32.0,0.0,0.125,CFSAN041965,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,SAMN04256042,SRS1246242,0.0,8.0,1.0,32.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,2.0,0.0,32.0,0.0,64.0,1.0,32.0,0.0,0.125,CFSAN041964,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,SAMN04256041,SRS1279121,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,2.0,0.0,32.0,0.0,32.0,0.0,4.0,0.0,0.125,CFSAN041963,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,SAMN04256040,SRS1221871,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,0.5,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,2.0,1.0,64.0,0.0,64.0,1.0,32.0,0.0,0.125,CFSAN041962,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,SAMN04256039,SRS1246236,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,0.5,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,2.0,1.0,64.0,0.0,32.0,1.0,32.0,0.0,0.125,CFSAN041961,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,SAMN04256038,SRS1279128,0.0,8.0,1.0,32.0,,,0.0,2.0,0.0,0.5,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,1.0,64.0,0.0,32.0,0.0,4.0,0.0,0.125,CFSAN041960,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,SAMN04256037,SRS1245981,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,2.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,CFSAN041959,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,SAMN04256036,SRS1246257,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.03,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,0.0,32.0,0.0,4.0,0.0,0.125,CFSAN041958,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,SAMN04256035,SRS1246235,1.0,32.0,1.0,32.0,,,1.0,32.0,1.0,8.0,1.0,32.0,0.0,4.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,1.0,256.0,1.0,32.0,0.0,0.125,CFSAN041957,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,SAMN04256034,SRS1221868,0.0,2.0,0.0,2.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,2.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,CFSAN041956,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,SAMN04256033,SRS1221874,0.0,8.0,1.0,32.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.015,,8.0,0.0,8.0,0.0,4.0,0.0,32.0,1.0,256.0,1.0,32.0,0.0,0.125,CFSAN041955,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,SAMN04256032,SRS1246266,1.0,32.0,1.0,32.0,,,1.0,32.0,1.0,8.0,1.0,32.0,0.0,4.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,2.0,0.0,32.0,1.0,256.0,1.0,32.0,0.0,0.125,CFSAN041954,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,SAMN04256031,SRS1254608,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,0.5,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,2.0,0.0,32.0,1.0,256.0,1.0,32.0,0.0,0.125,CFSAN041953,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,SAMN04256030,SRS1279133,1.0,32.0,1.0,32.0,,,1.0,32.0,1.0,8.0,1.0,16.0,0.0,4.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,1.0,256.0,1.0,32.0,0.0,0.125,CFSAN041952,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,SAMN04256029,SRS1254601,0.0,2.0,0.0,1.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,1.0,64.0,1.0,256.0,1.0,32.0,0.0,0.125,CFSAN041951,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,SAMN04256028,SRS1246260,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,CFSAN041950,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,SAMN04256025,SRS1221863,,16.0,1.0,32.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,2.0,1.0,64.0,1.0,256.0,1.0,32.0,0.0,0.125,CFSAN041947,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,SAMN04256024,SRS1221867,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.03,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,CFSAN041946,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,SAMN04256023,SRS1221865,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,1.0,256.0,1.0,32.0,0.0,0.125,CFSAN041945,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,SAMN04256022,SRS1247078,0.0,8.0,1.0,32.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,1.0,16.0,0.0,8.0,0.0,4.0,1.0,64.0,1.0,256.0,1.0,32.0,0.0,0.125,CFSAN041944,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,SAMN04256021,SRS1247080,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,CFSAN041943,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,SAMN04256020,SRS1246241,0.0,2.0,0.0,1.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,2.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,CFSAN041942,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,SAMN04256019,SRS1246251,1.0,32.0,1.0,32.0,,,1.0,32.0,1.0,8.0,1.0,8.0,0.0,4.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,1.0,256.0,1.0,32.0,0.0,0.125,CFSAN041941,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,SAMN04256018,SRS1254610,1.0,32.0,1.0,32.0,,,1.0,32.0,1.0,8.0,1.0,8.0,0.0,4.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,1.0,256.0,1.0,32.0,0.0,0.125,CFSAN041940,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,SAMN04256017,SRS1279130,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,2.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,CFSAN041939,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,SAMN04256016,SRS1279127,0.0,8.0,1.0,32.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,2.0,0.0,32.0,0.0,64.0,1.0,32.0,0.0,0.125,CFSAN041938,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,SAMN04256015,SRS1246243,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,2.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,CFSAN041937,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,SAMN04256014,SRS1254600,0.0,8.0,1.0,32.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,2.0,0.0,32.0,0.0,64.0,1.0,32.0,0.0,0.125,CFSAN041936,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,SAMN04256013,SRS1246258,0.0,8.0,1.0,32.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,1.0,32.0,0.0,0.125,CFSAN041935,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SAMN04256012,SRS1246249,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,2.0,0.0,32.0,1.0,256.0,1.0,32.0,0.0,0.125,CFSAN041934,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,SAMN04256011,SRS1254606,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,CFSAN041933,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,SAMN04256010,SRS1254603,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,0.0,32.0,0.0,4.0,0.0,0.125,CFSAN041932,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,SAMN04256009,SRS1254599,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,CFSAN041931,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,SAMN04256008,SRS1246239,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,0.5,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,2.0,0.0,32.0,1.0,256.0,1.0,32.0,0.0,0.125,CFSAN041930,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,SAMN04256007,SRS1246248,1.0,32.0,1.0,32.0,,,1.0,32.0,1.0,8.0,1.0,16.0,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,1.0,256.0,1.0,32.0,0.0,0.125,CFSAN041929,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,SAMN04256005,SRS1246246,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,0.5,0.0,0.25,0.0,2.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,1.0,64.0,0.0,64.0,0.0,4.0,0.0,0.125,CFSAN041927,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,SAMN04256004,SRS1254613,1.0,32.0,1.0,32.0,,,1.0,32.0,1.0,8.0,1.0,8.0,0.0,4.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,2.0,0.0,32.0,1.0,256.0,1.0,32.0,0.0,0.125,CFSAN041926,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,SAMN04255424,SRS1279129,,16.0,1.0,32.0,,,0.0,2.0,0.0,1.0,0.0,0.25,1.0,32.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,1.0,64.0,1.0,256.0,1.0,32.0,0.0,0.125,CFSAN041925,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,SAMN04255423,SRS1247081,1.0,32.0,1.0,32.0,,,,16.0,1.0,8.0,1.0,8.0,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,1.0,256.0,1.0,32.0,0.0,0.125,CFSAN041924,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,SAMN04255422,SRS1246263,1.0,32.0,1.0,32.0,,,1.0,32.0,1.0,8.0,1.0,16.0,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,1.0,256.0,1.0,32.0,0.0,0.125,CFSAN041923,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,SAMN04255421,SRS1297391,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,1.0,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,CFSAN041922,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,SAMN04255420,SRS1307661,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,0.5,0.0,0.25,0.0,4.0,0.0,0.03,0.0,0.25,0.0,8.0,0.0,2.0,0.0,32.0,0.0,32.0,0.0,4.0,0.0,0.125,CFSAN041921,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,SAMN04255419,SRS1297399,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,2.0,0.0,32.0,0.0,32.0,0.0,4.0,0.0,0.125,CFSAN041920,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,SAMN04255417,SRS1297404,0.0,1.0,0.0,1.0,,,0.0,1.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,0.0,32.0,0.0,4.0,0.0,0.125,CFSAN041918,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,SAMN04255416,SRS1307648,0.0,8.0,1.0,32.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,2.0,0.0,32.0,0.0,64.0,1.0,32.0,0.0,0.125,CFSAN041917,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,SAMN04255415,SRS1297389,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,CFSAN041916,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,SAMN04255414,SRS1297405,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,0.0,16.0,0.0,4.0,0.0,0.125,CFSAN041915,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,SAMN04255412,SRS1365041,1.0,32.0,1.0,32.0,,,1.0,32.0,1.0,8.0,1.0,32.0,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,1.0,32.0,0.0,0.125,CFSAN041913,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,SAMN04255410,SRS1307659,,16.0,1.0,32.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,1.0,16.0,0.0,8.0,0.0,4.0,0.0,32.0,1.0,256.0,1.0,32.0,0.0,0.125,CFSAN041911,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,SAMN04255409,SRS1307655,,16.0,1.0,32.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,1.0,16.0,0.0,8.0,0.0,4.0,1.0,64.0,1.0,256.0,1.0,32.0,0.0,0.25,CFSAN041910,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,SAMN04255407,SRS1353014,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,0.0,64.0,0.0,4.0,0.0,0.125,CFSAN041908,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,SAMN04255406,SRS1365045,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,1.0,256.0,1.0,32.0,0.0,0.125,CFSAN041907,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,SAMN04255405,SRS1353007,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,1.0,256.0,1.0,32.0,0.0,0.125,CFSAN041906,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,SAMN04255404,SRS1297394,1.0,32.0,1.0,32.0,,,1.0,32.0,1.0,8.0,1.0,8.0,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,1.0,64.0,1.0,256.0,1.0,32.0,0.0,0.125,CFSAN041905,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,SAMN04255403,SRS1365044,1.0,32.0,1.0,32.0,,,1.0,32.0,1.0,8.0,1.0,16.0,0.0,8.0,0.0,0.03,0.0,0.25,1.0,64.0,0.0,4.0,0.0,32.0,1.0,256.0,1.0,32.0,0.0,0.125,CFSAN041904,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,SAMN04255402,SRS1365039,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,0.0,8.0,0.0,4.0,0.0,32.0,1.0,256.0,1.0,32.0,0.0,0.125,CFSAN041903,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,SAMN04255401,SRS1297398,0.0,1.0,0.0,1.0,,,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,2.0,0.0,32.0,0.0,32.0,0.0,4.0,0.0,0.125,CFSAN041902,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,SAMN04255399,SRS1297390,0.0,1.0,0.0,1.0,,,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,0.0,8.0,0.0,4.0,0.0,32.0,0.0,32.0,0.0,4.0,0.0,0.125,CFSAN041900,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
